id,nombre,contraseña,edad,correo,nombres
,Diego Ramirez,admin123,35.0,lt@correo.com,
,Sofia Lopez,test987,25.0,mg@correo.com,
,Carla Fernandez,test987,55.0,am@correo.com,
463.0,Luis Sanchez,admin987,,sl@correo.com,
256.0,Sofia Lopez,admin123,18.0, ls@correo.com ,
232.0,Diego Ramirez,user987,70.0,dr@correo.com,11
256.0,Carlos Gonzalez,user123,,ls@correo.com,
,Carlos Gonzalez,admin123,40.0,mg@correo.com,
174.0,Carla Fernandez,gap987,800.0,pp@correo.com,
86.0,Maria Gomez,gap987,-10.0,jr@correo.com,
194.0,Juan Rodriguez,as,60.0,cg@correo.com,
337.0,Maria Gomez,admin123,-10.0,cf@correo.com,
224.0,Maria Gomez,test123,35.0,jr@correo.com,
135.0,Carla Fernandez,test987,50.0,jr@correo.com,11
,Carla Fernandez,admin123,45.0,pp@correo.com,
33.0,Diego Ramirez,as,50.0,cg@correo.com,
268.0,Carla Fernandez,test987,,mg@correo.com,
395.0,Sofia Lopez,admin987,65.0, mg@correo.com ,
111.0,Luis Sanchez,test123,70.0,cg@correo.com,
206.0,Ana Martinez,test123,800.0,dr@correo.com,
,Maria Gomez,user987,65.0,am@correo.com,
81.0,Carla Fernandez,as,65.0,cf@correo.com,
436.0,Juan Rodriguez,user987,60.0,mg@correo.com,
362.0,Juan Rodriguez,admin987,35.0,cf@correo.com,-10
433.0,Sofia Lopez,test987,35.0,dr@correo.com,-10
489.0,Carlos Gonzalez,person123,18.0,pp@correo.com,11
,Carla Fernandez,test123,40.0,dr@correo.com,
275.0,Maria Gomez,admin123,50.0,sl@correo.com,11
339.0,Carla Fernandez,user987,800.0,pp@correo.com,
128.0,Laura Torres,gap123,65.0,sl@correo.com,
42.0,Maria Gomez,admin987,65.0, jr@correo.com ,
320.0,Luis Sanchez,user987,50.0,am@correo.com,
103.0,Carla Fernandez,person123,50.0, dr@correo.com ,
,Laura Torres,user987,80.0,cg@correo.com,
158.0,Carla Fernandez,test123,40.0,cf@correo.com,-10
440.0,Luis Sanchez,as,50.0,sl@correo.com,
479.0,Carlos Gonzalez,person987,75.0,dr@correo.com,
,Pedro Perez,person987,35.0,sl@correo.com,
326.0,Carla Fernandez,gap987,45.0, ls@correo.com ,
33.0,Diego Ramirez,person987,30.0,cg@correo.com,
,Laura Torres,test123,80.0,mg@correo.com,
14.0,Juan Rodriguez,person987,-10.0,pp@correo.com,
131.0,Laura Torres,admin987,35.0, cg@correo.com ,
212.0,Diego Ramirez,person987,35.0, cg@correo.com ,
,Laura Torres,admin987,35.0,am@correo.com,
317.0,Laura Torres,person123,75.0,cf@correo.com,11
,Carlos Gonzalez,gap987,25.0,dr@correo.com,
290.0,Luis Sanchez,user123,55.0, jr@correo.com ,
63.0,Carlos Gonzalez,person987,40.0,dr@correo.com,
